"monthseq"|"month"|"flodfreqcl"|"floddurcl"|"pondfreqcl"|"ponddurcl"|"ponddep_l"|"ponddep_r"|"ponddep_h"|"dlyavgprecip_l"|"dlyavgprecip_r"|"dlyavgprecip_h"|"dlyavgpotet_l"|"dlyavgpotet_r"|"dlyavgpotet_h"|"cokey"|"comonthkey"
4|"April"|"None"|""|"None"|""||||||||||24232194|253292026
5|"May"|"None"|""|"None"|""||||||||||24232194|253292034
6|"June"|"None"|""|"None"|""||||||||||24232194|253292032
7|"July"|"None"|""|"None"|""||||||||||24232194|253292031
8|"August"|"None"|""|"None"|""||||||||||24232194|253292027
9|"September"|"None"|""|"None"|""||||||||||24232194|253292037
10|"October"|"None"|""|"None"|""||||||||||24232194|253292036
11|"November"|"None"|""|"None"|""||||||||||24232194|253292035
12|"December"|"None"|""|"None"|""||||||||||24232194|253292028
1|"January"|"None"|""|"None"|""||||||||||24232195|253292042
2|"February"|"None"|""|"None"|""||||||||||24232195|253292041
3|"March"|"None"|""|"None"|""||||||||||24232195|253292045
4|"April"|"None"|""|"None"|""||||||||||24232195|253292038
5|"May"|"None"|""|"None"|""||||||||||24232195|253292046
6|"June"|"None"|""|"None"|""||||||||||24232195|253292044
7|"July"|"None"|""|"None"|""||||||||||24232195|253292043
8|"August"|"None"|""|"None"|""||||||||||24232195|253292039
9|"September"|"None"|""|"None"|""||||||||||24232195|253292049
10|"October"|"None"|""|"None"|""||||||||||24232195|253292048
11|"November"|"None"|""|"None"|""||||||||||24232195|253292047
12|"December"|"None"|""|"None"|""||||||||||24232195|253292040
1|"January"|"None"|""|"None"|""||||||||||24232253|253292741
2|"February"|"None"|""|"None"|""||||||||||24232253|253292738
3|"March"|"None"|""|"None"|""||||||||||24232253|253292743
4|"April"|"None"|""|"None"|""||||||||||24232253|253292736
5|"May"|"None"|""|"None"|""||||||||||24232253|253292735
6|"June"|"None"|""|"None"|""||||||||||24232253|253292739
7|"July"|"None"|""|"None"|""||||||||||24232253|253292745
8|"August"|"None"|""|"None"|""||||||||||24232253|253292740
9|"September"|"None"|""|"None"|""||||||||||24232253|253292734
10|"October"|"None"|""|"None"|""||||||||||24232253|253292742
12|"December"|"None"|""|"None"|""||||||||||24232253|253292744
11|"November"|"None"|""|"None"|""||||||||||24232253|253292737
12|"December"|"None"|""|""|""||||||||||24232254|253292748
11|"November"|"None"|""|""|""||||||||||24232254|253292756
10|"October"|"None"|""|""|""||||||||||24232254|253292757
9|"September"|"None"|""|""|""||||||||||24232254|253292746
8|"August"|"None"|""|""|""||||||||||24232254|253292755
7|"July"|"None"|""|""|""||||||||||24232254|253292749
6|"June"|"None"|""|""|""||||||||||24232254|253292752
5|"May"|"None"|""|""|""||||||||||24232254|253292747
4|"April"|"None"|""|""|""||||||||||24232254|253292750
3|"March"|"None"|""|""|""||||||||||24232254|253292754
2|"February"|"None"|""|""|""||||||||||24232254|253292751
1|"January"|"None"|""|""|""||||||||||24232254|253292753
1|"January"|"None"|""|"None"|""||||||||||24232255|253292758
2|"February"|"None"|""|"None"|""||||||||||24232255|253292768
3|"March"|"None"|""|"None"|""||||||||||24232255|253292760
4|"April"|"None"|""|"None"|""||||||||||24232255|253292766
5|"May"|"None"|""|"None"|""||||||||||24232255|253292763
6|"June"|"None"|""|"None"|""||||||||||24232255|253292769
7|"July"|"None"|""|"None"|""||||||||||24232255|253292764
8|"August"|"None"|""|"None"|""||||||||||24232255|253292759
9|"September"|"None"|""|"None"|""||||||||||24232255|253292765
10|"October"|"None"|""|"None"|""||||||||||24232255|253292761
11|"November"|"None"|""|"None"|""||||||||||24232255|253292767
12|"December"|"None"|""|"None"|""||||||||||24232255|253292762
1|"January"|"None"|""|"None"|""||||||||||24232256|253292770
2|"February"|"None"|""|"None"|""||||||||||24232256|253292780
3|"March"|"None"|""|"None"|""||||||||||24232256|253292772
4|"April"|"None"|""|"None"|""||||||||||24232256|253292778
5|"May"|"None"|""|"None"|""||||||||||24232256|253292775
6|"June"|"None"|""|"None"|""||||||||||24232256|253292781
7|"July"|"None"|""|"None"|""||||||||||24232256|253292776
8|"August"|"None"|""|"None"|""||||||||||24232256|253292771
9|"September"|"None"|""|"None"|""||||||||||24232256|253292777
10|"October"|"None"|""|"None"|""||||||||||24232256|253292773
11|"November"|"None"|""|"None"|""||||||||||24232256|253292779
12|"December"|"None"|""|"None"|""||||||||||24232256|253292774
1|"January"|"None"|""|"None"|""||||||||||24232257|253292784
2|"February"|"None"|""|"None"|""||||||||||24232257|253292791
3|"March"|"None"|""|"None"|""||||||||||24232257|253292785
4|"April"|"None"|""|"None"|""||||||||||24232257|253292790
5|"May"|"None"|""|"None"|""||||||||||24232257|253292788
6|"June"|"None"|""|"None"|""||||||||||24232257|253292792
7|"July"|"None"|""|"None"|""||||||||||24232257|253292787
8|"August"|"None"|""|"None"|""||||||||||24232257|253292782
9|"September"|"None"|""|"None"|""||||||||||24232257|253292789
10|"October"|"None"|""|"None"|""||||||||||24232257|253292783
11|"November"|"None"|""|"None"|""||||||||||24232257|253292793
12|"December"|"None"|""|"None"|""||||||||||24232257|253292786
1|"January"|"None"|""|"None"|""||||||||||24232258|253292802
2|"February"|"None"|""|"None"|""||||||||||24232258|253292798
3|"March"|"None"|""|"None"|""||||||||||24232258|253292805
4|"April"|"None"|""|"None"|""||||||||||24232258|253292800
5|"May"|"None"|""|"None"|""||||||||||24232258|253292795
6|"June"|"None"|""|"None"|""||||||||||24232258|253292799
7|"July"|"None"|""|"None"|""||||||||||24232258|253292794
8|"August"|"None"|""|"None"|""||||||||||24232258|253292804
9|"September"|"None"|""|"None"|""||||||||||24232258|253292796
10|"October"|"None"|""|"None"|""||||||||||24232258|253292803
11|"November"|"None"|""|"None"|""||||||||||24232258|253292801
12|"December"|"None"|""|"None"|""||||||||||24232258|253292797
12|"December"|"None"|""|""|""||||||||||24232259|253292815
11|"November"|"None"|""|""|""||||||||||24232259|253292809
10|"October"|"None"|""|""|""||||||||||24232259|253292812
9|"September"|"None"|""|""|""||||||||||24232259|253292817
8|"August"|"None"|""|""|""||||||||||24232259|253292806
7|"July"|"None"|""|""|""||||||||||24232259|253292814
6|"June"|"None"|""|""|""||||||||||24232259|253292808
5|"May"|"None"|""|""|""||||||||||24232259|253292813
4|"April"|"None"|""|""|""||||||||||24232259|253292816
3|"March"|"None"|""|""|""||||||||||24232259|253292811
2|"February"|"None"|""|""|""||||||||||24232259|253292807
1|"January"|"None"|""|""|""||||||||||24232259|253292810
1|"January"|"None"|""|"None"|""||||||||||24232244|253292631
2|"February"|"None"|""|"None"|""||||||||||24232244|253292635
3|"March"|"None"|""|"None"|""||||||||||24232244|253292626
5|"May"|"None"|""|"None"|""||||||||||24232244|253292630
4|"April"|"None"|""|"None"|""||||||||||24232244|253292628
6|"June"|"None"|""|"None"|""||||||||||24232244|253292629
7|"July"|"None"|""|"None"|""||||||||||24232244|253292627
8|"August"|"None"|""|"None"|""||||||||||24232244|253292636
9|"September"|"None"|""|"None"|""||||||||||24232244|253292637
10|"October"|"None"|""|"None"|""||||||||||24232244|253292633
11|"November"|"None"|""|"None"|""||||||||||24232244|253292632
12|"December"|"None"|""|"None"|""||||||||||24232244|253292634
3|"March"|""|""|""|""||||||||||24232245|253292643
1|"January"|""|""|""|""||||||||||24232245|253292639
2|"February"|""|""|""|""||||||||||24232245|253292641
4|"April"|""|""|""|""||||||||||24232245|253292642
5|"May"|""|""|""|""||||||||||24232245|253292644
6|"June"|""|""|""|""||||||||||24232245|253292648
7|"July"|""|""|""|""||||||||||24232245|253292638
8|"August"|""|""|""|""||||||||||24232245|253292645
9|"September"|""|""|""|""||||||||||24232245|253292646
10|"October"|""|""|""|""||||||||||24232245|253292647
11|"November"|""|""|""|""||||||||||24232245|253292640
12|"December"|""|""|""|""||||||||||24232245|253292649
1|"January"|"None"|""|"None"|""||||||||||24232246|253292654
2|"February"|"None"|""|"None"|""||||||||||24232246|253292653
3|"March"|"None"|""|"None"|""||||||||||24232246|253292657
4|"April"|"None"|""|"None"|""||||||||||24232246|253292650
5|"May"|"None"|""|"None"|""||||||||||24232246|253292658
6|"June"|"None"|""|"None"|""||||||||||24232246|253292656
7|"July"|"None"|""|"None"|""||||||||||24232246|253292655
8|"August"|"None"|""|"None"|""||||||||||24232246|253292651
9|"September"|"None"|""|"None"|""||||||||||24232246|253292661
10|"October"|"None"|""|"None"|""||||||||||24232246|253292660
11|"November"|"None"|""|"None"|""||||||||||24232246|253292659
12|"December"|"None"|""|"None"|""||||||||||24232246|253292652
1|"January"|"None"|""|"None"|""||||||||||24232414|253294677
2|"February"|"None"|""|"None"|""||||||||||24232414|253294675
4|"April"|"None"|""|"None"|""||||||||||24232414|253294672
3|"March"|"None"|""|"None"|""||||||||||24232414|253294666
5|"May"|"None"|""|"None"|""||||||||||24232414|253294668
6|"June"|"None"|""|"None"|""||||||||||24232414|253294674
7|"July"|"None"|""|"None"|""||||||||||24232414|253294669
8|"August"|"None"|""|"None"|""||||||||||24232414|253294676
9|"September"|"None"|""|"None"|""||||||||||24232414|253294671
10|"October"|"None"|""|"None"|""||||||||||24232414|253294667
11|"November"|"None"|""|"None"|""||||||||||24232414|253294673
12|"December"|"None"|""|"None"|""||||||||||24232414|253294670
1|"January"|"None"|""|"None"|""||||||||||24232415|253294688
2|"February"|"None"|""|"None"|""||||||||||24232415|253294685
4|"April"|"None"|""|"None"|""||||||||||24232415|253294682
3|"March"|"None"|""|"None"|""||||||||||24232415|253294686
5|"May"|"None"|""|"None"|""||||||||||24232415|253294678
6|"June"|"None"|""|"None"|""||||||||||24232415|253294681
7|"July"|"None"|""|"None"|""||||||||||24232415|253294679
8|"August"|"None"|""|"None"|""||||||||||24232415|253294687
9|"September"|"None"|""|"None"|""||||||||||24232415|253294683
10|"October"|"None"|""|"None"|""||||||||||24232415|253294689
11|"November"|"None"|""|"None"|""||||||||||24232415|253294684
12|"December"|"None"|""|"None"|""||||||||||24232415|253294680
3|"March"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24232260|253292818
5|"May"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24232260|253292825
4|"April"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24232260|253292826
11|"November"|""|""|"None"|""||||||||||24232260|253292829
12|"December"|""|""|"None"|""||||||||||24232260|253292823
9|"September"|""|""|"None"|""||||||||||24232260|253292822
10|"October"|""|""|"None"|""||||||||||24232260|253292821
7|"July"|""|""|"None"|""||||||||||24232260|253292824
8|"August"|""|""|"None"|""||||||||||24232260|253292819
6|"June"|""|""|"None"|""||||||||||24232260|253292828
1|"January"|""|""|"None"|""||||||||||24232260|253292820
2|"February"|""|""|"None"|""||||||||||24232260|253292827
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24232261|253292832
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24232261|253292831
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24232261|253292837
11|"November"|""|""|"None"|""||||||||||24232261|253292841
12|"December"|""|""|"None"|""||||||||||24232261|253292838
9|"September"|""|""|"None"|""||||||||||24232261|253292839
10|"October"|""|""|"None"|""||||||||||24232261|253292833
8|"August"|""|""|"None"|""||||||||||24232261|253292830
7|"July"|""|""|"None"|""||||||||||24232261|253292835
6|"June"|""|""|"None"|""||||||||||24232261|253292840
5|"May"|""|""|"None"|""||||||||||24232261|253292834
4|"April"|""|""|"None"|""||||||||||24232261|253292836
4|"April"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24232262|253292853
5|"May"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24232262|253292852
6|"June"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24232262|253292851
3|"March"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24232262|253292850
1|"January"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24232262|253292848
2|"February"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24232262|253292849
11|"November"|""|""|"None"|""||||||||||24232262|253292847
12|"December"|""|""|"None"|""||||||||||24232262|253292845
9|"September"|""|""|"None"|""||||||||||24232262|253292846
10|"October"|""|""|"None"|""||||||||||24232262|253292843
8|"August"|""|""|"None"|""||||||||||24232262|253292842
7|"July"|""|""|"None"|""||||||||||24232262|253292844
2|"February"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24232263|253292864
1|"January"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24232263|253292863
3|"March"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24232263|253292865
11|"November"|""|""|"None"|""||||||||||24232263|253292862
12|"December"|""|""|"None"|""||||||||||24232263|253292859
9|"September"|""|""|"None"|""||||||||||24232263|253292860
10|"October"|""|""|"None"|""||||||||||24232263|253292855
8|"August"|""|""|"None"|""||||||||||24232263|253292854
7|"July"|""|""|"None"|""||||||||||24232263|253292857
6|"June"|""|""|"None"|""||||||||||24232263|253292861
5|"May"|""|""|"None"|""||||||||||24232263|253292856
4|"April"|""|""|"None"|""||||||||||24232263|253292858
12|"December"|"None"|""|""|""||||||||||24232225|253292406
11|"November"|"None"|""|""|""||||||||||24232225|253292398
10|"October"|"None"|""|""|""||||||||||24232225|253292404
9|"September"|"None"|""|""|""||||||||||24232225|253292407
8|"August"|"None"|""|""|""||||||||||24232225|253292402
7|"July"|"None"|""|""|""||||||||||24232225|253292408
6|"June"|"None"|""|""|""||||||||||24232225|253292399
5|"May"|"None"|""|""|""||||||||||24232225|253292409
4|"April"|"None"|""|""|""||||||||||24232225|253292401
3|"March"|"None"|""|""|""||||||||||24232225|253292405
2|"February"|"None"|""|""|""||||||||||24232225|253292400
1|"January"|"None"|""|""|""||||||||||24232225|253292403
3|"March"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24232226|253292414
5|"May"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24232226|253292418
4|"April"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24232226|253292421
12|"December"|""|""|"None"|""||||||||||24232226|253292416
11|"November"|""|""|"None"|""||||||||||24232226|253292410
10|"October"|""|""|"None"|""||||||||||24232226|253292413
9|"September"|""|""|"None"|""||||||||||24232226|253292420
8|"August"|""|""|"None"|""||||||||||24232226|253292412
7|"July"|""|""|"None"|""||||||||||24232226|253292417
6|"June"|""|""|"None"|""||||||||||24232226|253292411
2|"February"|""|""|"None"|""||||||||||24232226|253292419
1|"January"|""|""|"None"|""||||||||||24232226|253292415
5|"May"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24232227|253292432
4|"April"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24232227|253292433
6|"June"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24232227|253292431
3|"March"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24232227|253292430
1|"January"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24232227|253292428
2|"February"|"Frequent"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24232227|253292429
12|"December"|""|""|"None"|""||||||||||24232227|253292425
11|"November"|""|""|"None"|""||||||||||24232227|253292427
10|"October"|""|""|"None"|""||||||||||24232227|253292423
9|"September"|""|""|"None"|""||||||||||24232227|253292426
8|"August"|""|""|"None"|""||||||||||24232227|253292422
7|"July"|""|""|"None"|""||||||||||24232227|253292424
1|"January"|"None"|""|"None"|""||||||||||24232065|253290482
2|"February"|"None"|""|"None"|""||||||||||24232065|253290481
3|"March"|"None"|""|"None"|""||||||||||24232065|253290485
4|"April"|"None"|""|"None"|""||||||||||24232065|253290478
5|"May"|"None"|""|"None"|""||||||||||24232065|253290486
6|"June"|"None"|""|"None"|""||||||||||24232065|253290484
7|"July"|"None"|""|"None"|""||||||||||24232065|253290483
8|"August"|"None"|""|"None"|""||||||||||24232065|253290479
9|"September"|"None"|""|"None"|""||||||||||24232065|253290489
10|"October"|"None"|""|"None"|""||||||||||24232065|253290488
11|"November"|"None"|""|"None"|""||||||||||24232065|253290487
12|"December"|"None"|""|"None"|""||||||||||24232065|253290480
1|"January"|"None"|""|"None"|""||||||||||24232066|253290496
2|"February"|"None"|""|"None"|""||||||||||24232066|253290497
3|"March"|"None"|""|"None"|""||||||||||24232066|253290498
5|"May"|"None"|""|"None"|""||||||||||24232066|253290500
6|"June"|"None"|""|"None"|""||||||||||24232066|253290501
7|"July"|"None"|""|"None"|""||||||||||24232066|253290490
8|"August"|"None"|""|"None"|""||||||||||24232066|253290491
9|"September"|"None"|""|"None"|""||||||||||24232066|253290492
10|"October"|"None"|""|"None"|""||||||||||24232066|253290493
11|"November"|"None"|""|"None"|""||||||||||24232066|253290494
4|"April"|"None"|""|"None"|""||||||||||24232066|253290499
12|"December"|"None"|""|"None"|""||||||||||24232066|253290495
1|"January"|"None"|""|"None"|""||||||||||24232416|253294693
2|"February"|"None"|""|"None"|""||||||||||24232416|253294701
4|"April"|"None"|""|"None"|""||||||||||24232416|253294700
3|"March"|"None"|""|"None"|""||||||||||24232416|253294691
5|"May"|"None"|""|"None"|""||||||||||24232416|253294697
6|"June"|"None"|""|"None"|""||||||||||24232416|253294699
7|"July"|"None"|""|"None"|""||||||||||24232416|253294698
8|"August"|"None"|""|"None"|""||||||||||24232416|253294694
9|"September"|"None"|""|"None"|""||||||||||24232416|253294696
10|"October"|"None"|""|"None"|""||||||||||24232416|253294692
11|"November"|"None"|""|"None"|""||||||||||24232416|253294690
12|"December"|"None"|""|"None"|""||||||||||24232416|253294695
